Episode,RaceTime,Epsilon
125,5227.783228799232,0.8815592697443159
126,4882.975392805564,0.8806777104745716
127,5277.031188244583,0.8797970327640969
128,5006.048021001881,0.8789172357313328
129,5028.6317708558945,0.8780383184956015
130,4980.040933484651,0.8771602801771059
131,5054.421619497027,0.8762831198969288
132,5003.505581626651,0.8754068367770318
133,5078.12488599196,0.8745314299402548
134,5152.86462989314,0.8736568985103146
135,4930.631497834492,0.8727832416118043
136,4880.412733715254,0.8719104583701925
137,4957.160947574112,0.8710385479118223
138,4904.497270897565,0.8701675093639105
139,5128.831210116793,0.8692973418545467
140,5052.739390854346,0.8684280445126921
141,5202.4772343746245,0.8675596164681794
142,4979.894890021712,0.8666920568517111
143,4978.911881188406,0.8658253647948594
144,5078.360828264361,0.8649595394300645
145,5028.366238047535,0.8640945798906344
146,5103.905521214781,0.8632304853107438
147,5028.861486228305,0.862367254825433
148,5301.718258793665,0.8615048875706075
149,5152.803318175415,0.8606433826830369
150,4907.187537247926,0.8597827393003539
151,5003.655088814528,0.8589229565610536
152,5056.668120553969,0.8580640336044925
153,5127.645070553059,0.857205969570888
154,5053.713504283566,0.8563487636013172
155,5003.601465271975,0.8554924148377159
156,5028.654138624075,0.8546369224228781
157,5005.104758736862,0.8537822855004553
158,5053.194177418868,0.8529285032149548
159,5129.1044311003225,0.8520755747117399
160,4954.470954621388,0.8512234991370281
161,5030.113721884098,0.8503722756378911
162,5128.031515881121,0.8495219033622532
163,5129.248949320125,0.8486723814588909
164,5028.4683485928535,0.847823709077432
165,5052.9425596856745,0.8469758853683546
166,4929.371842393613,0.8461289094829862
167,5152.681353396405,0.8452827805735033
168,5003.62131950567,0.8444374977929298
169,5003.95485633914,0.8435930602951368
170,5030.689758333921,0.8427494672348417
171,4929.168673562286,0.8419067177676068
172,4980.653630460183,0.8410648110498392
173,5103.732931210762,0.8402237462387894
174,5128.5794374139905,0.8393835224925505
175,5079.909380149562,0.838544138970058
176,4929.95699696028,0.8377055948310879
177,5053.601230129486,0.8368678892362568
178,5053.914159580405,0.8360310213470206
179,4980.613391556691,0.8351949903256736
180,4979.183391256194,0.8343597953353479
181,4859.61753751436,0.8335254355400126
182,5127.5362601239185,0.8326919101044725
183,5251.941281858684,0.831859218194368
184,5003.326491479249,0.8310273589761736
185,5029.495290343778,0.8301963316171974
186,4934.666316598339,0.8293661352855802
187,4930.7802775446735,0.8285367691502946
188,5028.840643703261,0.8277082323811443
189,5029.367428478222,0.8268805241487632
190,5004.695945640616,0.8260536436246144
191,5176.923328005894,0.8252275899809898
192,5053.580622746932,0.8244023623910088
193,5007.065341474098,0.8235779600286178
194,5004.780757558715,0.8227543820685892
195,5127.895163043116,0.8219316276865206
196,5152.715122705264,0.8211096960588341
197,5107.913948407155,0.8202885863627752
198,5077.700632577412,0.8194682977764125
199,4931.568600942667,0.818648829478636
200,5029.329199576642,0.8178301806491574
201,5078.506156679336,0.8170123504685082
202,5004.7958530892365,0.8161953381180397
203,4784.38217237459,0.8153791427799216
204,5004.137182645425,0.8145637636371417
205,5029.532523377576,0.8137491998735046
206,4954.9562017394355,0.812935450673631
207,4932.714421658786,0.8121225152229574
208,5028.412211515814,0.8113103927077344
209,4979.143644687909,0.8104990823150267
210,5004.450112096345,0.8096885832327116
211,5079.504030778257,0.8088788946494789
212,4906.58206060721,0.8080700157548294
213,5028.432065749507,0.8072619457390746
214,5029.312964037494,0.8064546837933355
215,5004.648821334949,0.8056482291095421
216,5028.840643703261,0.8048425808804326
217,4933.518798199934,0.8040377382995522
218,5054.561118045749,0.8032337005612527
219,4956.012041044174,0.8024304668606914
220,5029.081045568385,0.8016280363938307
221,5078.538400745058,0.8008264083574369
222,4955.622367287913,0.8000255819490795
223,4937.009138376121,0.7992255563671304
224,5028.221719827736,0.7984263308107633
225,5003.2589528615335,0.7976279044799526
226,4929.5914017336945,0.7968302765754727
227,5128.756014026904,0.7960334462988972
228,5077.573493157715,0.7952374128525983
229,4879.924177841874,0.7944421754397457
230,4932.767249980492,0.7936477332643059
231,4979.4739529389335,0.7928540855310416
232,5127.183584104712,0.7920612314455105
233,4980.075013231297,0.7912691702140651
234,5053.434579283994,0.790477901043851
235,5077.9885331539535,0.7896874231428072
236,4834.598565727969,0.7888977357196644
237,5127.351995335833,0.7881088379839447
238,5135.968113980849,0.7873207291459607
239,5053.341209173158,0.7865334084168147
240,5028.728369549181,0.7857468750083979
241,4831.37479795466,0.7849611281333895
242,5003.7812780437725,0.784176167005256
243,5029.213696840112,0.7833919908382508
244,4958.137864878156,0.7826085988474126
245,4980.045953155726,0.7818259902485653
246,5006.1211492115535,0.7810441642583167
247,4955.613391556692,0.7802631200940584
248,4882.243897037724,0.7794828569739644
249,4956.837605052398,0.7787033741169904
250,4953.753633566051,0.7779246707428734
251,4833.68633664013,0.7771467460721305
252,5080.921441660539,0.7763695993260584
253,5102.5561143576115,0.7755932297267324
254,5053.979987282376,0.7748176364970056
255,5003.310100970495,0.7740428188605086
256,5005.625595716113,0.7732687760416481
257,5053.524485669892,0.7724955072656065
258,5053.939525666131,0.7717230117583408
259,5052.925180885571,0.7709512887465825
260,4881.067380355772,0.7701803374578359
261,5052.8690438085305,0.7694101571203781
262,4978.712214182916,0.7686407469632577
263,4882.439532663485,0.7678721062162944
264,5103.0687489149195,0.7671042341100781
265,5003.398296440649,0.766337129875968
266,4880.705808932478,0.7655707927460921
267,5029.000837383855,0.764805221953346
268,4904.694927876861,0.7640404167313927
269,4932.426223344006,0.7632763763146613
270,5011.5922362597685,0.7625130999383466
271,4880.27339013614,0.7617505868384082
272,4931.484853713614,0.7609888362515699
273,4931.105411155012,0.7602278474153183
274,4905.99370950902,0.759467619567903
275,4979.855223626311,0.7587081519483351
276,5004.881735671841,0.7579494437963867
277,4979.755546442598,0.7571914943525904
278,5006.354473281734,0.7564343028582378
279,4979.662971552604,0.7556778685553796
280,5078.142264792062,0.7549221906868242
281,5078.1345766168915,0.7541672684961374
282,5028.691371657874,0.7534131012276413
283,4954.775400676291,0.7526596881264136
284,4954.715880047194,0.7519070284382872
285,5004.264322065122,0.7511551214098489
286,4905.57882448239,0.750403966288439
287,4929.541956964044,0.7496535623221505
288,4906.907194217549,0.7489039087598284
289,4932.958671666099,0.7481550048510686
290,4933.011377910673,0.7474068498462175
291,4955.959064806434,0.7466594429963713
292,5028.635234580834,0.745912783553375
293,5028.839928655299,0.7451668707698216
294,4929.700439728892,0.7444217038990517
295,5052.908790376817,0.7436772821951526
296,5056.11003541234,0.7429336049129575
297,4930.764379371124,0.7421906713080445
298,5077.370324326389,0.7414484806367364
299,5177.653810987538,0.7407070321560997
300,4904.807724914894,0.7399663251239436
301,4981.414224428778,0.7392263587988196
302,4953.897966113243,0.7384871324400207
303,4881.151619920031,0.7377486453075807
304,4979.155511635981,0.737010896662273
305,4833.156429011202,0.7362738857656108
306,5006.284571474593,0.7355376118798452
307,4831.7280340522175,0.7348020742679654
308,4954.793574697239,0.7340672721936974
309,5079.235034244957,0.7333332049215037
310,4979.010993416182,0.7325998717165821
311,4930.690863493981,0.7318672718448656
312,4929.744137504021,0.7311354045730207
313,5029.365637389594,0.7304042691684477
314,5003.877876737058,0.7296738648992792
315,5054.099949611629,0.7289441910343799
316,4879.73767276269,0.7282152468433455
317,4880.802407625767,0.7274870315965022
318,5078.713504283566,0.7267595445649057
319,5079.291171321998,0.7260327850203407
320,4907.788887726381,0.7253067522353204
321,4978.784741768711,0.724581445483085
322,4979.004301108791,0.723856864037602
323,4910.010344519099,0.7231330071735643
324,5003.910930997957,0.7224098741663908
325,4904.2118838555125,0.7216874642922244
326,4906.547993560114,0.7209657768279322
327,4979.606989445171,0.7202448110511043
328,4936.244933793162,0.7195245662400531
329,4954.470954621389,0.7188050416738131
330,5053.032466071572,0.7180862366321393
331,4954.456574138826,0.7173681503955072
332,4932.40214466008,0.7166507822451117
333,4954.31053067589,0.7159341314628666
334,4953.586747578068,0.7152181973314037
335,5053.594537822099,0.7145029791340722
336,4867.385538202553,0.7137884761549381
337,5028.348859247431,0.7130746876787832
338,5052.666863268555,0.7123616129911045
339,4905.319363604417,0.7116492513781133
340,4880.536874817407,0.7109376021267352
341,5078.211556218975,0.7102266645246085
342,4832.631292556239,0.7095164378600839
343,5078.812386246434,0.7088069214222238
344,4954.36666775293,0.7080981145008015
345,4953.895490679653,0.7073900163863007
346,5006.9903003538175,0.7066826263699144
347,4954.0415341425905,0.7059759437435444
348,4954.305018823859,0.7052699677998009
349,4883.682947940673,0.704564697832001
350,5078.301462604873,0.7038601331341691
351,4980.114449361791,0.7031562730010349
352,4953.812284177578,0.7024531167280339
353,5004.812243597991,0.7017506636113059
354,4979.055449217755,0.7010489129476946
355,4956.215702210705,0.7003478640347469
356,4904.863861991933,0.6996475161707122
357,4930.1057089273145,0.6989478686545415
358,5006.5279041839285,0.698248920785887
359,5055.980382458154,0.6975506718651011
360,5078.487252636096,0.6968531211932361
361,4905.471384326783,0.6961562680720428
362,5078.107507191854,0.6954601118039707
363,4980.3660670949885,0.6947646516921667
364,5030.147268480201,0.6940698870404746
365,4906.19878126585,0.6933758171534341
366,4856.965464373358,0.6926824413362807
367,4855.377446739693,0.6919897588949444
368,4930.245847727273,0.6912977691360495
369,4838.214402151257,0.6906064713669134
370,5005.19466512276,0.6899158648955466
371,4979.719108629643,0.689225949030651
372,5004.10089980208,0.6885367230816204
373,4882.1639865914285,0.6878481863585387
374,5078.393882525259,0.6871603381721801
375,4929.7851714741055,0.686473177834008
376,4906.1105857956945,0.685786704656174
377,4930.3417313725995,0.6851009179515178
378,5053.914159580406,0.6844158170335664
379,4807.615394382689,0.6837314012165328
380,4904.441133820525,0.6830476698153162
381,4905.468075571451,0.6823646221455009
382,4954.284176298815,0.6816822575233553
383,5053.980983150162,0.6810005752658319
384,4978.970531799934,0.680319574690566
385,4882.586714762836,0.6796392551158754
386,4955.922626993482,0.6789596158607596
387,4882.12321966051,0.6782806562448989
388,4883.028911680384,0.677602375588654
389,4883.013621707148,0.6769247732130653
390,4905.146965764405,0.6762478484398523
391,4880.100039406827,0.6755716005914124
392,4906.210985579522,0.674896028990821
393,5028.55825497875,0.6742211329618302
394,5028.923135157376,0.6735469118288684
395,4979.297376326019,0.6728733649170395
396,4978.911881188407,0.6722004915521225
397,5028.651625089588,0.6715282910605703
398,5027.703108011002,0.6708567627695098
399,5004.133954062976,0.6701859060067403
400,4930.365810056525,0.6695157201007336
401,4930.180020025301,0.6688462043806328
402,4954.885994617624,0.6681773581762521
403,4881.739442990794,0.6675091808180759
404,4806.542479163486,0.6668416716372578
405,5028.106932139168,0.6661748299656206
406,4954.8826858622915,0.6655086551356549
407,4930.789745456849,0.6648431464805192
408,4882.878794112278,0.6641783033340387
409,4978.968018265447,0.6635141250307047
410,4931.56837822991,0.662850610905674
411,4855.635756780275,0.6621877602947683
412,5004.137182645426,0.6615255725344735
413,4956.272062000504,0.660864046961939
414,4904.96046068522,0.660203182914977
415,4856.311968570231,0.6595429797320621
416,4930.82359493859,0.6588834367523301
417,4788.877093241953,0.6582245533155777
418,4979.32045914216,0.6575663287622622
419,4929.361155900898,0.6569087624334999
420,5028.3290050137375,0.6562518536710664
421,5003.821024612058,0.6555956018173954
422,4807.508109196686,0.654940006215578
423,4979.81570732293,0.6542850662093624
424,4929.370131477869,0.6536307811431531
425,4881.792574198141,0.65297715036201
426,4928.849517211374,0.6523241732116479
427,4781.445880470198,0.6516718490384363
428,4905.541591448594,0.6510201771893979
429,5077.995233037775,0.6503691570122084
430,4979.922992508934,0.6497187878551962
431,5004.118278602183,0.649069069067341
432,4906.552172333015,0.6484199999982736
433,4831.937664926029,0.6477715799982753
434,4906.12674601526,0.647123808418277
435,4831.710618057714,0.6464766846098587
436,4857.9186206246895,0.6458302079252489
437,4808.806553463247,0.6451843777173236
438,4882.24419477596,0.6445391933396063
439,4983.617737101528,0.6438946541462667
440,4954.334609359815,0.6432507594921204
441,4955.21283914371,0.6426075087326283
442,4880.829950034634,0.6419649012238956
443,4807.1358140862785,0.6413229363226717
444,5003.471812317792,0.640681613386349
445,4904.9482565258,0.6400409317729626
446,4832.238620328181,0.6394008908411897
447,4958.482057501344,0.6387614899503485
448,4881.436446883731,0.6381227284603982
449,4856.411080798005,0.6374846057319378
450,4807.834393644416,0.6368471211262058
451,4954.090971335808,0.6362102740050796
452,4954.237014798747,0.6355740637310745
453,5078.873462821668,0.6349384896673435
454,4929.720058820096,0.6343035511776761
455,4954.480652822753,0.6336692476264985
456,4831.56978627561,0.6330355783788719
457,4929.877254183144,0.632402542800493
458,4857.346242879781,0.6317701402576925
459,4890.836329004665,0.6311383701174348
460,4932.885155788955,0.6305072317473174
461,4833.597145302196,0.6298767245155701
462,4979.3015550989185,0.6292468477910546
463,4955.146015573952,0.6286176009432635
464,4831.863353828041,0.6279889833423202
465,4833.986596499949,0.6273609943589779
466,5053.691136515383,0.6267336333646188
467,4980.901589871471,0.6261068997312542
468,4757.510055254922,0.6254807928315229
469,4907.058107006498,0.6248553120386914
470,4883.280529413581,0.6242304567266527
471,4929.02932998317,0.623606226269926
472,4981.317812756026,0.6229826200436561
473,4954.366667752929,0.6223596374236124
474,4905.75297043255,0.6217372777861888
475,4735.666924432995,0.6211155405084027
476,4906.142644188808,0.6204944249678943
477,4905.50953305548,0.6198739305429264
478,5053.942754248578,0.6192540566123834
479,4953.809770643089,0.6186348025557711
480,4880.984396566451,0.6180161677532153
481,4806.61253131569,0.6173981515854621
482,4812.174787652823,0.6167807534338766
483,5003.910930997955,0.6161639726804428
484,5004.210698522569,0.6155478087077623
485,4956.760915612121,0.6149322608990545
486,4906.110585795695,0.6143173286381555
487,4981.519798699034,0.6137030113095173
488,4781.758014700274,0.6130893082982078
489,4830.948686231194,0.6124762189899097
490,4831.151855062522,0.6118637427709198
491,4831.8231149245485,0.6112518790281489
492,4879.672560108679,0.6106406271491208
493,4979.613534359386,0.6100299865219717
494,4954.693512279013,0.6094199565354498
495,4854.432393386044,0.6088105365789144
496,4856.825926197275,0.6082017260423355
497,4906.631200062189,0.6075935243162931
498,4929.2324988144965,0.6069859307919768
499,4979.922432430579,0.6063789448611848
500,4906.513191343322,0.6057725659163237
501,4954.358688043742,0.6051667933504074
502,4954.776195897134,0.6045616265570569
503,4980.634571447334,0.6039570649304998
504,4880.266690252316,0.6033531078655693
505,5078.417961209183,0.6027497547577038
506,4907.3171100292275,0.602147005002946
507,4931.089512981463,0.6015448579979431
508,4905.663064046651,0.6009433131399452
509,4978.744995200425,0.6003423698268052
510,5028.692086705834,0.5997420274569785
511,4979.524915375288,0.5991422854295215
512,4881.533045577017,0.598543143144092
513,5029.050274577071,0.5979446000009478
514,4831.542816374834,0.5973466554009469
515,4905.551362246409,0.596749308745546
516,4930.15514612053,0.5961525594368005
517,4980.215507647803,0.5955564068773637
518,4856.606069118956,0.5949608504704863
519,5004.464027171509,0.5943658896200158
520,4856.148391337581,0.5937715237303958
521,4884.667266788794,0.5931777522066654
522,4980.407524579018,0.5925845744544587
523,4857.640032990717,0.5919919898800042
524,4881.18885295383,0.5913999978901242
525,4857.216589771348,0.590808597892234
526,4982.664646258419,0.5902177892943418
527,4905.4490165586,0.5896275715050474
528,4905.285594295559,0.5890379439335424
529,4860.145894195903,0.5884489059896089
530,4879.9482565258,0.5878604570836192
531,4905.418245567286,0.5872725966265356
532,4880.92536827256,0.5866853240299091
533,4783.137159486571,0.5860986387058792
534,4929.403900786726,0.5855125400671733
535,4880.728176700661,0.5849270275271061
536,4881.146600248954,0.584342100499579
537,4832.98940025459,0.5837577583990794
538,4831.7280340522175,0.5831740006406804
539,4929.905848851318,0.5825908266400397
540,4929.271249515001,0.5820082358133997
541,4784.822384013836,0.5814262275775862
542,4805.344627621284,0.5808448013500086
543,4929.923227651422,0.5802639565486586
544,4905.764614513614,0.57968369259211
545,4832.8630560557385,0.5791040088995179
546,4882.317345171718,0.5785249048906184
547,4930.730610062265,0.5779463799857277
548,4782.900221346387,0.577368433605742
549,4807.8872897092715,0.5767910651721362
550,4980.114449361793,0.576214274106964
551,4906.509727618383,0.5756380598328571
552,4879.9517202507395,0.5750624217730242
553,5053.385142090778,0.5744873593512512
554,5005.482788412058,0.5739128719918999
555,4856.557124260943,0.573338959119908
556,4882.7696859449,0.572765620160788
557,4783.781119634375,0.5721928545406272
558,4832.870053677799,0.5716206616860866
559,4858.695279478878,0.5710490410244006
560,4929.737437620198,0.5704779919833761
561,4856.8015499293615,0.5699075139913927
562,4856.278199261373,0.5693376064774013
563,4979.273297642092,0.5687682688709239
564,4904.505674120696,0.5681995006020529
565,4855.867675249385,0.5676313011014509
566,4907.200269434773,0.5670636698003494
567,4856.004250800146,0.5664966061305491
568,4856.350564301127,0.5659301095244186
569,4905.789253275896,0.5653641794148941
570,4856.476416164771,0.5647988152354793
571,4854.888890866312,0.5642340164202437
572,4954.267785790061,0.5636697824038235
573,4881.748946595191,0.5631061126214196
574,5004.004301108793,0.5625430065087982
575,4808.016942663456,0.5619804635022894
576,4784.898985704796,0.561418483038787
577,4881.078104042887,0.5608570645557482
578,4832.98631444077,0.5602962074911925
579,4856.443139191119,0.5597359112837013
580,4880.096575681886,0.5591761753724176
581,5004.821219174963,0.5586169991970452
582,4930.733608379809,0.5580583821978482
583,4905.033976562363,0.5575003238156504
584,4886.272089072908,0.5569428234918348
585,4928.77600133423,0.5563858806683429
586,4880.93206057995,0.5558294947876746
587,4879.867325716872,0.5552736652928869
588,4954.1314405284875,0.5547183916275941
589,4957.043006598393,0.5541636732359665
590,4882.878794112278,0.5536095095627305
591,4834.4029301022065,0.5530559000531677
592,4856.599869146772,0.5525028441531146
593,4906.1828830923,0.5519503413089615
594,5005.008720121929,0.5513983909676525
595,4879.249116889309,0.5508469925766849
596,4882.024337697642,0.5502961455841082
597,4980.383445895092,0.5497458494385241
598,4831.241761448419,0.5491961035890855
599,4856.281427843824,0.5486469074854965
600,4906.132953563878,0.548098260578011
601,4834.137861883981,0.547550162317433
602,4905.714026483007,0.5470026121551156
603,5028.12929990735,0.5464556095429605
604,4955.975758200828,0.5459091539334175
605,4979.180877721707,0.5453632447794842
606,5028.980983150159,0.5448178815347047
607,4881.207911966678,0.54427306365317
608,4800.272483341454,0.5437287905895168
609,4931.2388651997335,0.5431850617989273
610,4908.007576820135,0.5426418767371284
611,4780.990378857716,0.5420992348603912
612,4882.78565914393,0.5415571356255309
613,4880.176791442852,0.5410155784899053
614,4880.282365713108,0.5404745629114154
615,4953.952342804653,0.539934088348504
616,4905.671244402776,0.5393941542601555
617,4859.0064178411685,0.5388547601058953
618,4856.6629212439575,0.5383159053457894
619,4957.07606085929,0.5377775894404436
620,4955.776591106976,0.5372398118510032
621,4881.944129513109,0.5367025720391522
622,4858.435211242139,0.536165869467113
623,4931.560690054739,0.5356297035976458
624,4957.578926221858,0.5350940738940482
625,4831.607356675005,0.5345589798201541
626,4782.748511061813,0.534024420840334
627,4881.476113279132,0.5334903964194936
628,4772.190040833505,0.5329569060230741
629,4855.533646234958,0.532423949117051
630,4932.333008202776,0.531891525167934
631,4805.790438608837,0.5313596336427661
632,4855.914836749453,0.5308282740091232
633,4905.705013711636,0.5302974457351142
634,4856.480372224917,0.5297671482893791
635,4880.5086173605805,0.5292373811410898
636,4834.633110064749,0.5287081437599487
637,4978.389556006169,0.5281794356161887
638,4929.140078894111,0.5276512561805725
639,4858.231470131484,0.5271236049243919
640,4904.858350139903,0.5265964813194676
641,4904.521349581491,0.5260698848381481
642,4905.801612404922,0.5255438149533099
643,4810.316761948278,0.5250182711383566
644,4879.363101959133,0.5244932528672183
645,4879.395160352246,0.5239687596143511
646,4807.151712259827,0.5234447908547367
647,4954.171187096774,0.522921346063882
648,4807.249799156102,0.522398424717818
649,4832.964606676953,0.5218760262931003
650,4759.778308327584,0.5213541502668072
651,4881.067380355772,0.5208327961165404
652,4881.114541855841,0.5203119633204238
653,5054.401920232939,0.5197916513571034
654,4833.1198484296165,0.5192718597057463
655,4831.7983213469115,0.5187525878460405
656,4932.073130015079,0.5182338352581944
657,4955.073495564593,0.5177156014229363
658,4856.891456161009,0.5171978858215134
659,4808.06120537024,0.5166806879356919
660,4831.042056342032,0.5161640072477562
661,4930.304653308409,0.5156478432405085
662,4929.46521250445,0.515132195397268
663,4880.598523746478,0.5146170632018707
664,4930.667780677839,0.5141024461386688
665,4954.245418021878,0.5135883436925301
666,4855.556729051102,0.5130747553488376
667,4809.796687297397,0.5125616805934888
668,4905.525923564233,0.5120491189128954
669,4881.399436562689,0.5115370697939825
670,4782.2505943769465,0.5110255327241885
671,4906.7891104732,0.5105145071914643
672,4931.740308229568,0.5100039926842729
673,4806.41211116134,0.5094939886915886
674,4932.829018711915,0.508984494702897
675,4832.846970861656,0.508475510208194
676,4858.178418868263,0.5079670346979859
677,4856.437472369482,0.5074590676632879
678,4834.605722625491,0.5069516085956246
679,4930.6168552816325,0.506444656987029
680,4806.80398816855,0.505938212330042
681,4782.1984132058005,0.505432274117712
682,4855.891753933311,0.5049268418435943
683,4881.703160147447,0.5044219150017507
684,4904.465212504451,0.5039174930867489
685,4904.73420903775,0.5034135755936622
686,4981.260492790669,0.5029101620180685
687,4880.81808308656,0.5024072518560504
688,4979.789315751455,0.5019048446041944
689,4882.243829294574,0.5014029397595902
690,4930.687634911531,0.5009015368198305
691,4808.372759768833,0.5004006352830107
692,4930.142786991503,0.4999002346477277
693,4855.951914813645,0.49940033441307996
694,4810.99249289318,0.49890093407866687
695,4908.178561636893,0.4984020331445882
696,4783.215887044549,0.4979036311114436
697,4932.002699951752,0.4974057274803321
698,4806.025665833278,0.49690832175285177
699,4831.089025678093,0.4964114134310989
700,4978.954856339141,0.4959150020176678
701,4830.697068497999,0.49541908701565013
702,4856.287734916699,0.49492366792863446
703,4758.095209821588,0.4944287442607058
704,4904.351227434627,0.4939343155164451
705,4929.370131477869,0.4934403812009287
706,4856.500987183903,0.4929469408197278
707,4807.078196382685,0.49245399387890804
708,4782.9283238336075,0.4919615398850291
709,4831.115572219176,0.4914695783451441
710,4787.936608223287,0.4909781087667989
711,4883.125895861225,0.4904871306580321
712,4857.594059522439,0.4899966435273741
713,4758.5755851845925,0.4895066468838467
714,4855.700297080449,0.48901714023696286
715,4831.19901656259,0.4885281230967259
716,4806.867612773824,0.48803959497362914
717,4978.881340461998,0.4875515553786555
718,4906.402665145138,0.48706400382327686
719,4880.440276124121,0.4865769398194536
720,4770.862331403493,0.48609036287963414
721,4929.84971177428,0.48560427251675453
722,4880.486249592398,0.48511866824423777
723,4784.797212370828,0.4846335495759935
724,4832.444484591414,0.4841489160264175
725,4905.185194665985,0.4836647671103911
726,4785.450083212339,0.4831811023432807
727,4880.329527213179,0.4826979212409374
728,4832.04613798957,0.48221522331969646
729,4757.868958174118,0.48173300809637676
730,4855.928831997501,0.48125127508828036
731,4880.366760246977,0.48077002381319206
732,4880.743041966277,0.48028925378937887
733,4783.057976787792,0.47980896453558947
734,4760.400353937909,0.4793291555710539
